customer_id,first_name,last_name,segment,region_id,total_orders,total_revenue,avg_order_value,first_order_date,last_order_date
309,Christopher,Jacobs,Premium,4,19,14090.84,741.62,2023-01-22,2025-06-22
152,Jacqueline,Miller,Premium,3,8,14017.27,1752.16,2023-01-20,2024-11-06
49,Ryan,Sanchez,Budget,1,14,13976.52,998.32,2023-01-02,2025-04-07
193,Jamie,Jennings,Regular,4,19,13868.3,729.91,2023-03-21,2025-06-26
198,Jose,Edwards,Budget,8,15,13839.89,922.66,2023-02-07,2025-03-01
555,Michael,Campbell,Premium,2,17,13773.08,810.18,2023-01-06,2025-06-16
575,Chase,Martinez,Regular,5,8,13711.55,1713.94,2023-05-20,2025-04-11
53,Maria,Scott,Regular,1,15,13558.9,903.93,2023-01-19,2025-05-18
943,Brandon,Lowe,Budget,5,15,13545.56,903.04,2023-02-25,2025-04-29
530,Donna,Hill,Regular,4,24,13511.04,562.96,2023-03-21,2025-05-08
396,Courtney,Gomez,Regular,1,19,13379.23,704.17,2023-01-14,2025-06-10
265,Charles,Frank,Enterprise,5,12,13308.52,1109.04,2023-01-08,2024-08-14
374,Logan,Moreno,Premium,10,10,13300.23,1330.02,2023-02-14,2025-06-22
576,Troy,Moss,Regular,1,24,13286.19,553.59,2023-02-22,2025-05-05
421,Robert,Martin,Budget,1,11,13143.3,1194.85,2023-02-15,2025-03-26
490,Debra,Clark,Regular,3,18,13045.08,724.73,2023-01-26,2025-06-04
776,Jeffrey,Stevens,Regular,1,4,13041.33,3260.33,2023-01-01,2024-06-19
710,Jenny,Williams,Premium,4,10,12988.35,1298.84,2023-04-01,2025-05-25
510,Andrea,Little,Premium,2,12,12955.72,1079.64,2023-01-14,2025-03-01
715,Jessica,Wallace,Regular,4,4,12828.13,3207.03,2023-06-13,2025-04-06
454,Maria,King,Regular,1,23,12778.95,555.61,2023-01-13,2025-06-10
631,Matthew,Valdez,Regular,7,5,12663.03,2532.61,2024-02-07,2025-04-19
474,Joshua,Daniel,Regular,2,16,12632.03,789.5,2023-03-30,2025-06-12
732,Jay,Smith,Regular,6,13,12526.69,963.59,2023-04-08,2025-06-25
119,Corey,Zavala,Regular,2,17,12472.49,733.68,2023-02-17,2025-06-17
457,Todd,Hodges,Enterprise,8,9,12334.95,1370.55,2023-11-06,2024-12-11
249,Jeff,Fisher,Regular,9,24,12284.19,511.84,2023-01-09,2025-03-26
445,Kyle,Rojas,Enterprise,5,12,12271.13,1022.59,2023-03-12,2025-06-04
724,Monica,House,Budget,6,12,12134.89,1011.24,2023-04-17,2025-03-06
726,Jennifer,Doyle,Regular,10,9,12063.74,1340.42,2023-01-07,2025-05-17
858,Stephanie,Zamora,Regular,1,7,12055.54,1722.22,2023-04-11,2025-03-29
8,Allison,Obrien,Budget,4,12,12034.9,1002.91,2023-01-16,2025-04-21
550,Brandon,Smith,Regular,4,11,11970.79,1088.25,2023-06-04,2025-06-24
537,Carolyn,Rose,Premium,10,11,11911.99,1082.91,2023-04-30,2025-06-19
807,Amy,Gonzalez,Regular,9,19,11858.04,624.11,2023-01-16,2025-06-11
231,Danielle,Gonzales,Regular,4,14,11780.93,841.5,2023-06-08,2024-12-04
352,William,Hernandez,Premium,8,15,11745.2,783.01,2023-02-28,2025-04-13
288,Daniel,Glover,Budget,1,7,11706.7,1672.39,2023-02-06,2025-03-31
229,Mitchell,Peters,Regular,4,16,11690.64,730.66,2023-03-09,2025-06-27
93,Eric,Perry,Budget,3,9,11670.27,1296.7,2023-01-13,2025-06-25
386,Kenneth,Gallegos,Regular,2,13,11663.89,897.22,2023-03-28,2025-02-12
572,Joe,Jones,Budget,10,13,11610.49,893.11,2023-03-13,2025-03-03
746,Steven,Holland,Regular,8,15,11604.92,773.66,2023-02-13,2025-02-25
524,Wesley,Shaffer,Premium,5,17,11592.24,681.9,2023-05-18,2025-06-15
187,Destiny,Walker,Regular,6,14,11545.16,824.65,2023-01-16,2025-04-17
163,Andrew,Brown,Enterprise,1,8,11469.79,1433.72,2023-01-27,2024-04-26
760,Cesar,White,Regular,7,11,11338.96,1030.81,2023-01-21,2025-06-07
273,Jerry,Johnson,Budget,8,16,11329.63,708.1,2023-03-22,2025-06-27
680,David,Bailey,Budget,8,17,11278.91,663.47,2023-01-05,2025-05-30
552,Jamie,Davis,Regular,2,14,11258.31,804.16,2023-02-21,2025-04-21
870,Ryan,Mitchell,Regular,3,21,11248.0,535.62,2023-03-12,2025-05-24
728,Terri,Baker,Premium,2,12,11170.83,930.9,2023-03-09,2025-05-10
36,Tina,Wall,Regular,1,12,11138.29,928.19,2023-01-22,2025-05-15
197,David,Barber,Regular,10,11,11043.84,1003.99,2023-02-22,2025-04-04
196,Melissa,Alvarado,Regular,5,6,10963.06,1827.18,2023-01-29,2025-04-05
817,Jacob,Hull,Regular,1,6,10937.21,1822.87,2023-01-02,2025-06-30
964,Megan,Blackwell,Regular,3,7,10850.63,1550.09,2023-06-19,2025-05-07
379,Gregory,Hanna,Regular,2,9,10759.17,1195.46,2023-03-28,2025-03-19
50,Steve,Estrada,Premium,4,8,10690.37,1336.3,2023-02-03,2024-06-30
632,Eugene,Anderson,Regular,7,13,10657.73,819.83,2023-01-13,2024-10-08
280,Nicole,Ramirez,Budget,4,14,10643.87,760.28,2023-07-05,2025-04-24
628,Frederick,Smith,Budget,5,14,10466.6,747.61,2023-01-09,2025-06-24
997,Mark,Chavez,Regular,1,20,10423.78,521.19,2023-01-11,2025-03-12
432,Tiffany,Gamble,Regular,4,10,10413.95,1041.4,2023-02-16,2025-04-29
512,Christian,Garrett,Regular,1,9,10402.06,1155.78,2023-04-25,2025-06-07
801,Diana,Diaz,Enterprise,3,15,10399.7,693.31,2023-01-04,2025-04-21
384,Christine,Dickson,Budget,7,11,10363.11,942.1,2023-04-25,2025-04-13
752,Jessica,Fernandez,Regular,1,20,10323.69,516.18,2023-03-12,2025-05-01
597,Shawn,Moss,Regular,3,6,10308.88,1718.15,2023-03-16,2025-06-30
463,Ashley,Anderson,Regular,3,10,10307.01,1030.7,2023-02-19,2025-04-24
615,Marcus,Huang,Budget,4,10,10282.08,1028.21,2023-04-17,2025-01-30
315,Matthew,Morgan,Regular,2,14,10273.19,733.8,2023-04-19,2025-06-17
932,Holly,Perkins,Regular,6,17,10242.35,602.49,2023-01-09,2025-05-26
786,Kevin,Johnson,Budget,2,15,10239.99,682.67,2023-02-16,2025-06-16
518,Vanessa,Schroeder,Regular,6,14,10226.61,730.47,2023-03-11,2025-04-27
881,Maria,Walker,Regular,4,10,10191.56,1019.16,2023-02-04,2025-05-29
468,Terri,White,Regular,6,12,10171.43,847.62,2023-01-22,2025-06-23
67,Mark,Smith,Budget,4,9,10163.8,1129.31,2023-02-08,2025-04-02
526,Christina,Long,Premium,3,11,10133.87,921.26,2023-05-21,2025-04-30
356,Connor,Reed,Regular,10,6,10112.98,1685.5,2023-02-10,2025-01-17
95,Tyler,Davis,Budget,2,8,10098.73,1262.34,2023-01-21,2025-05-05
404,Matthew,White,Regular,2,12,10090.05,840.84,2023-06-11,2025-06-29
698,Linda,James,Premium,1,8,10040.65,1255.08,2023-01-07,2025-02-19
55,Darryl,Williams,Enterprise,1,10,10039.32,1003.93,2023-11-19,2025-05-10
569,James,Clark,Budget,2,12,10030.31,835.86,2023-04-10,2025-04-01
957,Shawn,Jones,Regular,4,5,10016.46,2003.29,2023-01-10,2025-06-16
759,Amy,Miller,Premium,3,16,9981.1,623.82,2023-03-26,2025-06-16
501,Sandra,Gillespie,Regular,2,12,9972.27,831.02,2023-04-13,2025-06-14
649,Mark,Benson,Budget,2,15,9967.76,664.52,2023-01-21,2025-06-04
171,Jennifer,Williams,Premium,1,7,9964.73,1423.53,2023-03-28,2024-08-29
351,Judith,Stafford,Regular,2,7,9957.81,1422.54,2023-04-16,2025-06-17
486,Christopher,Patterson,Regular,6,21,9936.8,473.18,2023-02-26,2025-06-17
812,Tara,Atkins,Premium,2,13,9932.13,764.01,2023-02-08,2025-05-27
444,Gregory,Gill,Regular,9,6,9864.27,1644.04,2023-02-12,2024-12-19
451,Tracy,Davidson,Budget,1,10,9817.14,981.71,2023-10-13,2025-02-17
592,Samuel,Romero,Regular,3,10,9815.24,981.52,2023-02-06,2024-10-24
128,Levi,Rodriguez,Budget,1,11,9772.31,888.39,2023-04-26,2025-06-16
458,Katherine,Munoz,Enterprise,2,14,9767.96,697.71,2023-02-21,2025-01-08
545,Julie,Allen,Regular,7,7,9765.89,1395.13,2023-02-15,2025-04-21
678,Cynthia,Conley,Premium,1,11,9752.01,886.55,2023-11-19,2025-02-10
183,William,Hancock,Enterprise,3,16,9643.3,602.71,2023-07-30,2024-11-26
92,Marcia,Johnson,Premium,1,10,9585.19,958.52,2023-01-30,2025-06-19
346,Ellen,Johnson,Premium,4,11,9579.7,870.88,2023-01-18,2025-06-08
852,Tammy,Manning,Regular,1,11,9578.08,870.73,2023-05-04,2025-06-21
213,Bailey,Perez,Premium,7,8,9575.65,1196.96,2023-01-03,2025-02-17
74,Kyle,Douglas,Regular,5,15,9547.77,636.52,2023-01-18,2024-12-01
377,Alicia,Duncan,Regular,1,16,9499.83,593.74,2023-01-28,2025-05-14
289,Jennifer,Boyd,Regular,4,7,9497.32,1356.76,2023-04-07,2025-04-23
484,Adam,Stephenson,Enterprise,1,11,9407.25,855.2,2023-03-25,2025-06-28
337,Raymond,Baldwin,Regular,9,16,9344.14,584.01,2023-01-08,2025-05-17
646,Calvin,Johnson,Budget,7,12,9323.22,776.94,2023-02-26,2025-02-14
980,Michael,Smith,Regular,4,10,9322.9,932.29,2023-01-07,2024-08-27
271,Amy,Clark,Regular,2,8,9311.36,1163.92,2023-02-16,2025-05-30
921,Phyllis,Miller,Regular,1,18,9309.18,517.18,2023-01-17,2025-06-28
397,April,Wright,Regular,2,15,9240.36,616.02,2023-01-07,2025-04-26
826,Noah,Weber,Premium,8,19,9188.19,483.59,2023-02-04,2025-06-19
305,Henry,Rose,Regular,1,12,9177.28,764.77,2023-07-02,2025-01-06
837,Brian,Mccoy,Premium,2,22,9166.82,416.67,2023-01-04,2025-05-01
154,Jessica,Wilson,Budget,3,9,9144.35,1016.04,2023-01-24,2025-03-09
71,Lance,Hayes,Regular,4,12,9134.98,761.25,2023-01-05,2025-06-17
400,Anthony,Thomas,Enterprise,3,9,9101.64,1011.29,2023-02-21,2025-06-07
711,Diane,Gonzales,Enterprise,6,8,9018.53,1127.32,2023-07-28,2025-05-23
882,Sophia,Walker,Regular,6,13,9014.87,693.45,2023-04-21,2025-03-27
623,Nicole,Thompson,Premium,6,11,9006.13,818.74,2023-05-05,2025-05-07
796,Melissa,Garcia,Regular,1,16,8946.58,559.16,2023-03-03,2024-10-31
339,James,Collier,Regular,6,8,8907.61,1113.45,2023-03-21,2025-05-30
747,Tracey,Guzman,Premium,1,7,8906.7,1272.39,2023-06-02,2025-03-03
340,Robert,Vasquez,Premium,7,6,8893.04,1482.17,2023-05-26,2025-05-11
455,Kim,Butler,Regular,8,7,8882.78,1268.97,2023-05-05,2025-05-20
392,John,Lamb,Budget,3,5,8868.09,1773.62,2023-06-24,2024-06-28
482,Savannah,Stafford,Regular,6,11,8860.31,805.48,2023-02-28,2024-11-02
745,Rachael,Long,Budget,8,7,8834.73,1262.1,2023-03-06,2025-05-05
184,Jeffery,Turner,Regular,4,13,8726.26,671.25,2023-04-10,2025-02-21
885,Daniel,Daniel,Regular,4,13,8651.56,665.5,2023-10-22,2025-05-22
88,Gerald,Reeves,Enterprise,10,10,8565.0,856.5,2023-01-05,2025-06-22
393,Scott,Carrillo,Regular,10,8,8544.49,1068.06,2023-01-19,2025-02-27
126,Patrick,Singh,Premium,2,7,8535.6,1219.37,2023-02-12,2025-06-22
439,Donald,Hoover,Regular,1,6,8532.38,1422.06,2023-05-07,2025-02-21
381,Taylor,Miller,Regular,5,5,8500.79,1700.16,2024-02-11,2025-01-01
85,Manuel,Miller,Budget,3,5,8499.17,1699.83,2024-01-07,2025-05-21
277,Shawn,Mosley,Regular,5,10,8480.98,848.1,2023-06-28,2025-04-26
174,Kelly,Stanley,Budget,6,3,8460.72,2820.24,2023-03-24,2025-03-18
560,Michelle,Martinez,Enterprise,5,7,8434.61,1204.94,2023-05-22,2025-05-19
58,Mark,Hernandez,Regular,1,8,8431.38,1053.92,2023-01-30,2024-10-08
846,Victoria,Carter,Regular,1,6,8417.34,1402.89,2023-01-06,2025-06-29
876,William,Carter,Premium,2,6,8393.63,1398.94,2023-04-02,2025-04-14
697,Tara,Brown,Regular,2,4,8387.89,2096.97,2023-02-22,2025-06-28
920,Brent,Murray,Regular,7,8,8368.5,1046.06,2023-01-30,2025-04-01
467,Heather,Carter,Regular,2,8,8360.61,1045.08,2023-04-03,2024-12-03
599,Benjamin,Watts,Premium,2,9,8359.36,928.82,2023-02-25,2025-06-24
420,Miguel,Smith,Regular,3,13,8338.26,641.4,2023-01-13,2025-06-11
222,Paige,Smith,Regular,1,4,8321.35,2080.34,2023-04-13,2025-05-04
350,Jeremiah,Russell,Regular,1,13,8320.06,640.0,2023-03-07,2025-04-01
782,Keith,Harrison,Regular,4,7,8318.46,1188.35,2023-06-17,2025-03-12
696,Bryce,Gomez,Regular,7,10,8307.83,830.78,2023-02-08,2025-03-28
494,Jeffrey,Ferguson,Enterprise,4,6,8241.09,1373.52,2023-06-02,2025-06-28
666,Bailey,Walters,Regular,2,7,8219.94,1174.28,2023-02-27,2025-06-16
279,Rachel,Horne,Regular,1,14,8216.52,586.89,2023-03-19,2025-05-08
708,Erik,Moody,Premium,5,11,8215.56,746.87,2023-01-20,2025-06-22
992,Sarah,Miller,Enterprise,5,7,8151.95,1164.56,2023-02-27,2024-12-09
917,Sarah,Foster,Regular,5,7,8136.97,1162.42,2023-09-14,2025-06-18
117,Sandra,Boone,Budget,1,10,8133.99,813.4,2023-03-22,2025-05-29
648,Roy,Martinez,Enterprise,1,12,8103.09,675.26,2023-01-02,2025-06-28
568,Judy,Hamilton,Regular,4,9,8086.35,898.48,2023-01-17,2025-06-04
792,Taylor,Zavala,Regular,6,8,8068.77,1008.6,2023-02-20,2025-06-19
831,Martha,Moore,Premium,2,6,8067.08,1344.51,2023-04-13,2025-05-18
26,Jimmy,Rogers,Regular,5,12,8037.38,669.78,2023-03-16,2025-06-24
774,David,Davis,Budget,5,9,8036.04,892.89,2023-03-27,2025-01-22
624,Victoria,Hamilton,Premium,4,10,7970.08,797.01,2023-05-31,2025-04-21
251,Timothy,Evans,Regular,3,6,7961.9,1326.98,2023-01-02,2025-04-03
428,Ryan,Richardson,Regular,3,11,7957.43,723.4,2023-10-23,2025-02-09
924,Jessica,Myers,Budget,9,14,7955.98,568.28,2023-03-30,2025-06-02
253,Jennifer,King,Regular,4,8,7944.92,993.12,2023-06-11,2025-06-24
684,Jesse,Gonzales,Regular,3,5,7941.69,1588.34,2023-03-31,2025-04-10
54,Joseph,Martinez,Regular,9,15,7923.45,528.23,2023-02-12,2025-06-07
299,Don,Peters,Regular,2,8,7879.01,984.88,2023-08-01,2025-03-08
854,Kathryn,Schneider,Regular,8,16,7878.71,492.42,2023-03-12,2025-06-26
869,David,Robinson,Enterprise,5,10,7876.24,787.62,2023-02-03,2025-05-20
923,Elizabeth,Poole,Budget,3,10,7846.06,784.61,2023-01-06,2025-03-21
77,Micheal,Valentine,Budget,2,7,7794.48,1113.5,2023-07-13,2024-11-19
509,Brian,Watson,Budget,2,14,7772.9,555.21,2023-01-07,2025-06-30
266,Brady,Meyers,Premium,1,10,7759.79,775.98,2023-04-14,2025-04-08
194,Kimberly,Decker,Enterprise,3,10,7759.72,775.97,2023-05-04,2025-05-11
29,Brent,Gray,Budget,1,11,7739.19,703.56,2023-01-20,2025-01-29
63,Dale,Romero,Premium,2,13,7738.92,595.3,2023-05-22,2025-06-12
427,Kevin,Oneal,Regular,5,8,7719.04,964.88,2023-05-24,2025-04-29
652,Monica,Olson,Regular,4,9,7711.82,856.87,2023-01-27,2025-02-21
390,Daniel,Perez,Regular,2,8,7710.6,963.82,2023-01-31,2025-01-19
806,Susan,Lang,Premium,4,8,7703.51,962.94,2023-03-30,2025-04-16
234,Timothy,Scott,Regular,3,7,7685.41,1097.92,2023-06-30,2025-02-21
502,Sarah,Cochran,Budget,5,6,7655.62,1275.94,2023-11-12,2025-05-05
78,Joshua,Whitehead,Regular,8,7,7635.54,1090.79,2023-04-24,2025-05-15
406,William,Gordon,Premium,5,12,7602.17,633.51,2023-02-05,2025-06-30
475,Wanda,Terry,Regular,4,10,7568.75,756.88,2023-01-25,2025-04-21
149,Christopher,Garcia,Budget,2,4,7565.44,1891.36,2023-02-27,2025-05-20
753,Marvin,Howard,Enterprise,1,4,7565.34,1891.34,2023-02-01,2025-03-10
21,Bradley,Graham,Budget,1,7,7559.06,1079.87,2023-01-08,2024-11-15
799,Desiree,Briggs,Budget,1,11,7549.85,686.35,2023-01-16,2025-05-04
765,Brenda,Smith,Regular,1,6,7518.95,1253.16,2023-02-14,2025-01-10
466,Erica,Mooney,Regular,1,9,7464.59,829.4,2023-06-30,2025-05-04
543,Alexander,Robinson,Regular,3,4,7460.34,1865.08,2023-02-11,2024-10-27
3,Norman,Chavez,Regular,1,7,7453.16,1064.74,2023-03-26,2025-05-28
749,Kevin,Baker,Regular,8,13,7453.09,573.31,2023-03-12,2025-05-04
10,Lindsey,Lee,Regular,4,8,7397.48,924.68,2023-07-05,2025-03-27
778,William,Hughes,Premium,4,8,7381.96,922.75,2023-02-14,2025-04-01
73,Nathan,Campbell,Regular,1,6,7376.1,1229.35,2023-03-13,2025-06-10
226,Thomas,Mendez,Regular,10,5,7368.62,1473.72,2023-11-27,2025-02-09
619,Brian,Walsh,Budget,4,11,7338.96,667.18,2023-06-05,2025-01-25
768,Kendra,Reynolds,Enterprise,2,12,7324.22,610.35,2023-01-29,2025-02-27
488,William,Schneider,Budget,2,8,7224.28,903.04,2023-01-21,2025-06-05
497,Jacob,Henry,Budget,2,12,7211.42,600.95,2023-03-06,2024-06-02
770,Sarah,Baxter,Premium,2,15,7181.81,478.79,2023-01-30,2025-05-21
66,Joshua,Fischer,Budget,2,9,7172.87,796.99,2023-06-30,2024-09-12
922,Katherine,Hayes,Regular,4,9,7172.75,796.97,2023-04-17,2025-05-04
733,Michael,Rodriguez,Premium,7,9,7167.21,796.36,2023-05-31,2025-02-18
612,Edward,Jones,Regular,3,11,7151.04,650.09,2023-02-13,2025-06-27
98,April,Hernandez,Regular,8,5,7149.55,1429.91,2023-03-14,2024-08-16
147,Jessica,Fischer,Regular,3,10,7120.62,712.06,2023-04-15,2025-04-26
460,Ronnie,Huynh,Regular,1,7,7115.21,1016.46,2023-04-06,2025-06-21
324,Jeffrey,Phillips,Enterprise,2,6,7106.07,1184.34,2024-03-01,2025-03-15
861,Ryan,Adams,Regular,7,14,7054.73,503.91,2023-03-13,2025-05-21
13,Brian,Silva,Regular,2,12,7042.23,586.85,2023-07-08,2025-05-29
189,Tony,Welch,Regular,10,6,7033.27,1172.21,2023-06-10,2025-05-08
910,Derrick,Patrick,Regular,5,6,7026.73,1171.12,2023-08-08,2025-05-19
